zipcode,country,state,state_full,county,latitude-zip,longitude-zip,nearest-airport,latitude-air,longitude-air,distance
501,US,NY,New York,Suffolk,40.8154,-73.0451,KISP,40.79520035,-73.10019684,5.152667991961539
544,US,NY,New York,Suffolk,40.8154,-73.0451,KISP,40.79520035,-73.10019684,5.152667991961539
6390,US,NY,New York,Suffolk,41.2639,-72.0178,K0B8,41.25130081179999,-72.0316009521,1.8148226488404444
10001,US,NY,New York,New York,40.7484,-73.9967,KLGA,40.77719879,-73.87259674,10.931669897164486
10002,US,NY,New York,New York,40.7152,-73.9877,KLGA,40.77719879,-73.87259674,11.897463087894241
10003,US,NY,New York,New York,40.7313,-73.9892,KLGA,40.77719879,-73.87259674,11.068610915311075
10004,US,NY,New York,New York,40.6964,-74.0253,KLGA,40.77719879,-73.87259674,15.6923664319233
10005,US,NY,New York,New York,40.7056,-74.0083,KLGA,40.77719879,-73.87259674,13.931701202663385
10006,US,NY,New York,New York,40.7085,-74.0135,KLGA,40.77719879,-73.87259674,14.116114138578583
10007,US,NY,New York,New York,40.7139,-74.007,KLGA,40.77719879,-73.87259674,13.331928266974234
10008,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10009,US,NY,New York,New York,40.7262,-73.9796,KLGA,40.77719879,-73.87259674,10.648952908604983
10010,US,NY,New York,New York,40.7375,-73.9813,KLGA,40.77719879,-73.87259674,10.164444923929409
10011,US,NY,New York,New York,40.7402,-73.9996,KLGA,40.77719879,-73.87259674,11.460885325326597
10012,US,NY,New York,New York,40.7255,-73.9983,KLGA,40.77719879,-73.87259674,12.048543306167497
10013,US,NY,New York,New York,40.7185,-74.0025,KLGA,40.77719879,-73.87259674,12.741759493957328
10014,US,NY,New York,New York,40.7339,-74.0054,KLGA,40.77719879,-73.87259674,12.17819545423569
10016,US,NY,New York,New York,40.7443,-73.9781,KLGA,40.77719879,-73.87259674,9.609430079206705
10017,US,NY,New York,New York,40.7517,-73.9707,KLGA,40.77719879,-73.87259674,8.735130477376524
10018,US,NY,New York,New York,40.7547,-73.9925,KLGA,40.77719879,-73.87259674,10.40320153304775
10019,US,NY,New York,New York,40.7651,-73.9858,KLGA,40.77719879,-73.87259674,9.627372837927181
10020,US,NY,New York,New York,40.7354,-73.9968,KLGA,40.77719879,-73.87259674,11.447554565062944
10021,US,NY,New York,New York,40.7685,-73.9588,KLGA,40.77719879,-73.87259674,7.323200725950602
10022,US,NY,New York,New York,40.7571,-73.9657,KLGA,40.77719879,-73.87259674,8.153041578886514
10023,US,NY,New York,New York,40.7764,-73.9827,KLGA,40.77719879,-73.87259674,9.271496297204322
10024,US,NY,New York,New York,40.7864,-73.9764,KLGA,40.77719879,-73.87259674,8.799613184907846
10025,US,NY,New York,New York,40.7975,-73.9683,KLGA,40.77719879,-73.87259674,8.367513535781164
10026,US,NY,New York,New York,40.8019,-73.9531,KLGA,40.77719879,-73.87259674,7.312765219255822
10027,US,NY,New York,New York,40.8116,-73.955,KLGA,40.77719879,-73.87259674,7.921591991868893
10028,US,NY,New York,New York,40.7763,-73.9529,KLGA,40.77719879,-73.87259674,6.762552802013545
10029,US,NY,New York,New York,40.7918,-73.9447,KLGA,40.77719879,-73.87259674,6.283999633116217
10030,US,NY,New York,New York,40.8183,-73.9426,KLGA,40.77719879,-73.87259674,7.457246377818188
10031,US,NY,New York,New York,40.8246,-73.9507,KLGA,40.77719879,-73.87259674,8.4261991281893
10032,US,NY,New York,New York,40.8382,-73.942,KLGA,40.77719879,-73.87259674,8.951529876874286
10033,US,NY,New York,New York,40.8496,-73.9356,KLGA,40.77719879,-73.87259674,9.639806812410448
10034,US,NY,New York,New York,40.8662,-73.9221,KLGA,40.77719879,-73.87259674,10.737409660442811
10035,US,NY,New York,New York,40.8011,-73.9371,KLGA,40.77719879,-73.87259674,6.045859524556112
10036,US,NY,New York,New York,40.7597,-73.9918,KLGA,40.77719879,-73.87259674,10.225419284834304
10037,US,NY,New York,New York,40.8135,-73.9381,KLGA,40.77719879,-73.87259674,6.83361182637336
10038,US,NY,New York,New York,40.7101,-74.0013,KLGA,40.77719879,-73.87259674,13.161703134738271
10039,US,NY,New York,New York,40.8265,-73.9383,KLGA,40.77719879,-73.87259674,7.7870151630807225
10040,US,NY,New York,New York,40.8583,-73.9296,KLGA,40.77719879,-73.87259674,10.214471629069019
10041,US,NY,New York,New York,40.7038,-74.0098,KLGA,40.77719879,-73.87259674,14.150211408756537
10043,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10044,US,NY,New York,New York,40.7618,-73.9505,KLGA,40.77719879,-73.87259674,6.780210512372366
10045,US,NY,New York,New York,40.7086,-74.0087,KLGA,40.77719879,-73.87259674,13.771627382777599
10055,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10060,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10065,US,NY,New York,New York,40.7651,-73.9638,KLGA,40.77719879,-73.87259674,7.797216764922275
10069,US,NY,New York,New York,40.778,-73.9884,KLGA,40.77719879,-73.87259674,9.751319804374262
10075,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10080,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10081,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10087,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10090,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10101,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10102,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10103,US,NY,New York,New York,40.7603,-73.9762,KLGA,40.77719879,-73.87259674,8.92485844182664
10104,US,NY,New York,New York,40.7609,-73.9799,KLGA,40.77719879,-73.87259674,9.21630625813041
10105,US,NY,New York,New York,40.7628,-73.9785,KLGA,40.77719879,-73.87259674,9.060906575120288
10106,US,NY,New York,New York,40.7652,-73.9804,KLGA,40.77719879,-73.87259674,9.175687316196663
10107,US,NY,New York,New York,40.7664,-73.9827,KLGA,40.77719879,-73.87259674,9.349200071104597
10108,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10109,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10110,US,NY,New York,New York,40.754,-73.9808,KLGA,40.77719879,-73.87259674,9.470697815266321
10111,US,NY,New York,New York,40.7592,-73.9778,KLGA,40.77719879,-73.87259674,9.08286173232753
10112,US,NY,New York,New York,40.7593,-73.9798,KLGA,40.77719879,-73.87259674,9.244818288305115
10113,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10114,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10115,US,NY,New York,New York,40.8111,-73.9642,KLGA,40.77719879,-73.87259674,8.58336985008226
10116,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10117,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10118,US,NY,New York,New York,40.749,-73.9865,KLGA,40.77719879,-73.87259674,10.0924628020754
10119,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10120,US,NY,New York,New York,40.7506,-73.9894,KLGA,40.77719879,-73.87259674,10.272150600758799
10121,US,NY,New York,New York,40.7496,-73.9919,KLGA,40.77719879,-73.87259674,10.505972204703925
10122,US,NY,New York,New York,40.7518,-73.9922,KLGA,40.77719879,-73.87259674,10.46130278171942
10123,US,NY,New York,New York,40.7515,-73.9905,KLGA,40.77719879,-73.87259674,10.332716207054858
10124,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10125,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10126,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10128,US,NY,New York,New York,40.7816,-73.9511,KLGA,40.77719879,-73.87259674,6.6280764449028
10129,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10130,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10131,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10132,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10133,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10138,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10150,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10151,US,NY,New York,New York,40.7634,-73.97399999999999,KLGA,40.77719879,-73.87259674,8.676088662564368
10152,US,NY,New York,New York,40.7589,-73.973,KLGA,40.77719879,-73.87259674,8.696787547326164
10153,US,NY,New York,New York,40.7641,-73.9735,KLGA,40.77719879,-73.87259674,8.621114558130468
10154,US,NY,New York,New York,40.7583,-73.9735,KLGA,40.77719879,-73.87259674,8.753545577722003
10155,US,NY,New York,New York,40.7611,-73.968,KLGA,40.77719879,-73.87259674,8.231216901185311
10156,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10157,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10158,US,NY,New York,New York,40.7494,-73.9758,KLGA,40.77719879,-73.87259674,9.225115685207559
10159,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10160,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10161,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10162,US,NY,New York,New York,40.7699,-73.9511,KLGA,40.77719879,-73.87259674,6.660199984714825
10163,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10164,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10165,US,NY,New York,New York,40.7524,-73.9791,KLGA,40.77719879,-73.87259674,9.383857212309383
10166,US,NY,New York,New York,40.7546,-73.9762,KLGA,40.77719879,-73.87259674,9.079828222438644
10167,US,NY,New York,New York,40.7549,-73.975,KLGA,40.77719879,-73.87259674,8.97346504472246
10168,US,NY,New York,New York,40.7519,-73.9768,KLGA,40.77719879,-73.87259674,9.21573274323365
10169,US,NY,New York,New York,40.7547,-73.9766,KLGA,40.77719879,-73.87259674,9.109137621645928
10170,US,NY,New York,New York,40.7526,-73.9755,KLGA,40.77719879,-73.87259674,9.087761667880278
10171,US,NY,New York,New York,40.7564,-73.9748,KLGA,40.77719879,-73.87259674,8.912455359964015
10172,US,NY,New York,New York,40.7558,-73.9753,KLGA,40.77719879,-73.87259674,8.970630776058732
10173,US,NY,New York,New York,40.7543,-73.9796,KLGA,40.77719879,-73.87259674,9.364353225014513
10174,US,NY,New York,New York,40.7517,-73.9752,KLGA,40.77719879,-73.87259674,9.094428002769888
10175,US,NY,New York,New York,40.7543,-73.9798,KLGA,40.77719879,-73.87259674,9.38056322413343
10176,US,NY,New York,New York,40.7556,-73.9789,KLGA,40.77719879,-73.87259674,9.269049729814629
10177,US,NY,New York,New York,40.7553,-73.9761,KLGA,40.77719879,-73.87259674,9.05043987371292
10178,US,NY,New York,New York,40.7514,-73.9785,KLGA,40.77719879,-73.87259674,9.369079246707857
10179,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10185,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10199,US,NY,New York,New York,40.7503,-74.0006,KLGA,40.77719879,-73.87259674,11.18766162786569
10203,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10211,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10212,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10213,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10242,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10249,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10256,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10258,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10259,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10260,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10261,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10265,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10268,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10269,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10270,US,NY,New York,New York,40.7069,-74.0082,KLGA,40.77719879,-73.87259674,13.842556729197101
10271,US,NY,New York,New York,40.7089,-74.0111,KLGA,40.77719879,-73.87259674,13.92217389670326
10272,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10273,US,NY,New York,New York,40.7143,-74.006,KLGA,40.77719879,-73.87259674,13.23687359575845
10274,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10275,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10276,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10277,US,NY,New York,New York,40.7808,-73.9772,KLGA,40.77719879,-73.87259674,8.81675851605499
10278,US,NY,New York,New York,40.7152,-74.0038,KLGA,40.77719879,-73.87259674,13.026588634593049
10279,US,NY,New York,New York,40.7127,-74.0078,KLGA,40.77719879,-73.87259674,13.459921910482013
10280,US,NY,New York,New York,40.7105,-74.0163,KLGA,40.77719879,-73.87259674,14.197465606369343
10281,US,NY,New York,New York,40.7146,-74.015,KLGA,40.77719879,-73.87259674,13.869565811096146
10282,US,NY,New York,New York,40.7166,-74.0146,KLGA,40.77719879,-73.87259674,13.729774114637216
10285,US,NY,New York,New York,40.7153,-74.0163,KLGA,40.77719879,-73.87259674,13.92570862923228
10286,US,NY,New York,New York,40.7142,-74.0119,KLGA,40.77719879,-73.87259674,13.667087580034032
10301,US,NY,New York,Richmond,40.6316,-74.0927,KLGA,40.77719879,-73.87259674,24.624126536877327
10302,US,NY,New York,Richmond,40.6306,-74.1379,KLGA,40.77719879,-73.87259674,27.67432878996583
10303,US,NY,New York,Richmond,40.6301,-74.1607,KLGA,40.77719879,-73.87259674,29.2804812570212
10304,US,NY,New York,Richmond,40.6102,-74.0878,KLGA,40.77719879,-73.87259674,25.961682424596088
10305,US,NY,New York,Richmond,40.5973,-74.0768,KJFK,40.63980103,-73.77890015,25.584103619639567
10306,US,NY,New York,Richmond,40.5682,-74.1184,KJFK,40.63980103,-73.77890015,29.7465245145549
10307,US,NY,New York,Richmond,40.5085,-74.2445,KJFK,40.63980103,-73.77890015,41.947190838961326
10308,US,NY,New York,Richmond,40.5518,-74.1526,KJFK,40.63980103,-73.77890015,33.03486377938693
10309,US,NY,New York,Richmond,40.5352,-74.2116,KJFK,40.63980103,-73.77890015,38.34495584444545
10310,US,NY,New York,Richmond,40.6324,-74.1171,KLGA,40.77719879,-73.87259674,26.153824083820115
10311,US,NY,New York,Richmond,40.6052,-74.1795,KLGA,40.77719879,-73.87259674,32.17644688219037
10312,US,NY,New York,Richmond,40.5457,-74.1792,KJFK,40.63980103,-73.77890015,35.38236224833297
10313,US,NY,New York,Richmond,40.5644,-74.1468,KJFK,40.63980103,-73.77890015,32.17143287368294
10314,US,NY,New York,Richmond,40.6039,-74.1472,KLGA,40.77719879,-73.87259674,30.122560749299446
10451,US,NY,New York,Bronx,40.8222,-73.9217,KLGA,40.77719879,-73.87259674,6.4902020402746565
10452,US,NY,New York,Bronx,40.8376,-73.9216,KLGA,40.77719879,-73.87259674,7.881559373820299
10453,US,NY,New York,Bronx,40.852,-73.9129,KLGA,40.77719879,-73.87259674,8.98248052874059
10454,US,NY,New York,Bronx,40.8085,-73.9198,KLGA,40.77719879,-73.87259674,5.282475139198552
10455,US,NY,New York,Bronx,40.8153,-73.9072,KLGA,40.77719879,-73.87259674,5.141405367273085
10456,US,NY,New York,Bronx,40.8316,-73.9099,KLGA,40.77719879,-73.87259674,6.815434526101637
10457,US,NY,New York,Bronx,40.8486,-73.8999,KLGA,40.77719879,-73.87259674,8.265269827666652
10458,US,NY,New York,Bronx,40.8633,-73.8895,KLGA,40.77719879,-73.87259674,9.679100271310466
10459,US,NY,New York,Bronx,40.8247,-73.89399999999999,KLGA,40.77719879,-73.87259674,5.580686540106588
10460,US,NY,New York,Bronx,40.8409,-73.8794,KLGA,40.77719879,-73.87259674,7.1063561191613935
10461,US,NY,New York,Bronx,40.8465,-73.84100000000001,KLGA,40.77719879,-73.87259674,8.151848251785418
10462,US,NY,New York,Bronx,40.8434,-73.8602,KLGA,40.77719879,-73.87259674,7.434806935504704
10463,US,NY,New York,Bronx,40.8798,-73.9067,KLGA,40.77719879,-73.87259674,11.764034988621223
10464,US,NY,New York,Bronx,40.8469,-73.7874,KLGA,40.77719879,-73.87259674,10.558342980032576
10465,US,NY,New York,Bronx,40.8261,-73.8196,KLGA,40.77719879,-73.87259674,7.033220706106507
10466,US,NY,New York,Bronx,40.8904,-73.8503,KLGA,40.77719879,-73.87259674,12.726407757513131
10467,US,NY,New York,Bronx,40.8737,-73.8712,KLGA,40.77719879,-73.87259674,10.731088532820312
10468,US,NY,New York,Bronx,40.8662,-73.9003,KLGA,40.77719879,-73.87259674,10.167327520100324
10469,US,NY,New York,Bronx,40.8702,-73.8495,KLGA,40.77719879,-73.87259674,10.522296017471945
10470,US,NY,New York,Bronx,40.9,-73.8622,KLGA,40.77719879,-73.87259674,13.682853749895681
10471,US,NY,New York,Bronx,40.9011,-73.9053,KLGA,40.77719879,-73.87259674,14.049185608404292
10472,US,NY,New York,Bronx,40.8295,-73.8716,KLGA,40.77719879,-73.87259674,5.816234308975611
10473,US,NY,New York,Bronx,40.8194,-73.8606,KLGA,40.77719879,-73.87259674,4.799989521888153
10474,US,NY,New York,Bronx,40.8139,-73.8841,KLGA,40.77719879,-73.87259674,4.194299588507169
10475,US,NY,New York,Bronx,40.8729,-73.8278,KLGA,40.77719879,-73.87259674,11.28932611959316
10501,US,NY,New York,Westchester,41.2946,-73.7611,KHPN,41.06700134277344,-73.70760345458984,25.700773609847154
10502,US,NY,New York,Westchester,41.0113,-73.8413,KHPN,41.06700134277344,-73.70760345458984,12.810005520291462
10503,US,NY,New York,Westchester,41.0259,-73.8718,KHPN,41.06700134277344,-73.70760345458984,14.508278357901167
10504,US,NY,New York,Westchester,41.136,-73.7009,KHPN,41.06700134277344,-73.70760345458984,7.692833539024094
10505,US,NY,New York,Westchester,41.3421,-73.7454,KN69,41.577,-73.732399,26.142147308958478
10506,US,NY,New York,Westchester,41.1909,-73.6355,KHPN,41.06700134277344,-73.70760345458984,15.04238087529434
10507,US,NY,New York,Westchester,41.2344,-73.6915,KHPN,41.06700134277344,-73.70760345458984,18.662649981126076
10509,US,NY,New York,Putnam,41.4097,-73.5992,KN69,41.577,-73.732399,21.659731753175773
10510,US,NY,New York,Westchester,41.1444,-73.835,KHPN,41.06700134277344,-73.70760345458984,13.71138036027089
10511,US,NY,New York,Westchester,41.2583,-73.9412,KHPN,41.06700134277344,-73.70760345458984,28.89408917800381
10512,US,NY,New York,Putnam,41.4432,-73.6815,KN69,41.577,-73.732399,15.469769134182153
10514,US,NY,New York,Westchester,41.1705,-73.7715,KHPN,41.06700134277344,-73.70760345458984,12.69234339743782
10516,US,NY,New York,Putnam,41.4414,-73.9335,NY09,41.56119918823242,-74.01629638671875,14.99979125392187
10517,US,NY,New York,Westchester,41.3006,-73.8612,KHPN,41.06700134277344,-73.70760345458984,28.98135697332989
10518,US,NY,New York,Westchester,41.2722,-73.602,KHPN,41.06700134277344,-73.70760345458984,24.46941387841229
10519,US,NY,New York,Westchester,41.3477,-73.661,KN69,41.577,-73.732399,26.181941491099593
10520,US,NY,New York,Westchester,41.218,-73.8924,KHPN,41.06700134277344,-73.70760345458984,22.83361748486403
10521,US,NY,New York,Westchester,41.2343,-73.9262,KHPN,41.06700134277344,-73.70760345458984,26.09687796666216
10522,US,NY,New York,Westchester,41.0118,-73.8665,KHPN,41.06700134277344,-73.70760345458984,14.672241420300837
10523,US,NY,New York,Westchester,41.0572,-73.8136,KHPN,41.06700134277344,-73.70760345458984,8.953409716687387
10524,US,NY,New York,Putnam,41.3621,-73.92,KSWF,41.50410079956055,-74.10479736328125,22.060275922130298
10526,US,NY,New York,Westchester,41.3004,-73.6479,KHPN,41.06700134277344,-73.70760345458984,26.42930418109977
10527,US,NY,New York,Westchester,41.3098,-73.753,KHPN,41.06700134277344,-73.70760345458984,27.263920983006628
10528,US,NY,New York,Westchester,40.9719,-73.7181,KHPN,41.06700134277344,-73.70760345458984,10.611389533936315
10530,US,NY,New York,Westchester,41.0197,-73.8074,KHPN,41.06700134277344,-73.70760345458984,9.88488789544663
10532,US,NY,New York,Westchester,41.1073,-73.796,KHPN,41.06700134277344,-73.70760345458984,8.658171970370917
10533,US,NY,New York,Westchester,41.0381,-73.8597,KHPN,41.06700134277344,-73.70760345458984,13.152399843432406
10535,US,NY,New York,Westchester,41.3385,-73.7947,KN69,41.577,-73.732399,27.023409987893128
10536,US,NY,New York,Westchester,41.2709,-73.6841,KHPN,41.06700134277344,-73.70760345458984,22.75769119868009
10537,US,NY,New York,Putnam,41.3374,-73.8838,KSWF,41.50410079956055,-74.10479736328125,26.13721186296518
10538,US,NY,New York,Westchester,40.9351,-73.7571,KHPN,41.06700134277344,-73.70760345458984,15.24358443411102
10540,US,NY,New York,Westchester,41.3334,-73.7243,KN69,41.577,-73.732399,27.09549195419794
10541,US,NY,New York,Putnam,41.3717,-73.7508,KN69,41.577,-73.732399,22.87973637782348
10542,US,NY,New York,Putnam,41.3726,-73.7601,KN69,41.577,-73.732399,22.845111761670132
10543,US,NY,New York,Westchester,40.9525,-73.735,KHPN,41.06700134277344,-73.70760345458984,12.937827415750737
10545,US,NY,New York,Westchester,41.119,-73.733,KHPN,41.06700134277344,-73.70760345458984,6.16124035877757
10546,US,NY,New York,Westchester,41.2015,-73.7926,KHPN,41.06700134277344,-73.70760345458984,16.563208344154685
10547,US,NY,New York,Westchester,41.3143,-73.8508,KSWF,41.50410079956055,-74.10479736328125,29.90175572744501
10548,US,NY,New York,Westchester,41.2496,-73.9446,KHPN,41.06700134277344,-73.70760345458984,28.38861221575065
10549,US,NY,New York,Westchester,41.205,-73.7299,KHPN,41.06700134277344,-73.70760345458984,15.457943391701752
10550,US,NY,New York,Westchester,40.9079,-73.83800000000001,KLGA,40.77719879,-73.87259674,14.821837016354653
10551,US,NY,New York,Westchester,40.9126,-73.8371,KLGA,40.77719879,-73.87259674,15.349150715890243
10552,US,NY,New York,Westchester,40.9231,-73.8299,KLGA,40.77719879,-73.87259674,16.61619979122971
10553,US,NY,New York,Westchester,40.9086,-73.8221,KLGA,40.77719879,-73.87259674,15.216081065673666
10560,US,NY,New York,Westchester,41.3414,-73.5929,KN69,41.577,-73.732399,28.660873909254857
10562,US,NY,New York,Westchester,41.1673,-73.8538,KHPN,41.06700134277344,-73.70760345458984,16.564139586644867
10566,US,NY,New York,Westchester,41.2892,-73.9184,KSWF,41.50410079956055,-74.10479736328125,28.508774740627818
10567,US,NY,New York,Westchester,41.284,-73.8931,KHPN,41.06700134277344,-73.70760345458984,28.69234276829929
10570,US,NY,New York,Westchester,41.135,-73.7845,KHPN,41.06700134277344,-73.70760345458984,9.934071190538164
10573,US,NY,New York,Westchester,41.0222,-73.6798,KHPN,41.06700134277344,-73.70760345458984,5.5003545318173686
10576,US,NY,New York,Westchester,41.2042,-73.5732,KHPN,41.06700134277344,-73.70760345458984,18.95874445735763
10577,US,NY,New York,Westchester,41.0384,-73.7156,KHPN,41.06700134277344,-73.70760345458984,3.2502423845392636
10578,US,NY,New York,Westchester,41.3259,-73.6551,KN69,41.577,-73.732399,28.65462780249163
10579,US,NY,New York,Putnam,41.3728,-73.8502,KN69,41.577,-73.732399,24.73625495029486
10580,US,NY,New York,Westchester,40.9734,-73.6907,KHPN,41.06700134277344,-73.70760345458984,10.504159044828475
10583,US,NY,New York,Westchester,40.9927,-73.7995,KHPN,41.06700134277344,-73.70760345458984,11.299546069129233
10587,US,NY,New York,Westchester,41.3287,-73.7423,KN69,41.577,-73.732399,27.62202796467995
10588,US,NY,New York,Westchester,41.3286,-73.8273,KN69,41.577,-73.732399,28.730881157845925
10589,US,NY,New York,Westchester,41.3346,-73.6951,KN69,41.577,-73.732399,27.13229173515335
10590,US,NY,New York,Westchester,41.2553,-73.5402,KHPN,41.06700134277344,-73.70760345458984,25.194987717691014
10591,US,NY,New York,Westchester,41.0897,-73.844,KHPN,41.06700134277344,-73.70760345458984,11.708053217892013
10594,US,NY,New York,Westchester,41.1182,-73.7733,KHPN,41.06700134277344,-73.70760345458984,7.919662045748192
10595,US,NY,New York,Westchester,41.0856,-73.7776,KHPN,41.06700134277344,-73.70760345458984,6.221101325218604
10596,US,NY,New York,Westchester,41.2548,-73.9587,N72,41.28760147094727,-74.28710174560547,27.68700538222313
10597,US,NY,New York,Westchester,41.3032,-73.6032,KHPN,41.06700134277344,-73.70760345458984,27.67914649072349
10598,US,NY,New York,Westchester,41.2999,-73.7924,KHPN,41.06700134277344,-73.70760345458984,26.851800466578375
10601,US,NY,New York,Westchester,41.033,-73.7652,KHPN,41.06700134277344,-73.70760345458984,6.133636232169311
10602,US,NY,New York,Westchester,41.034,-73.7629,KHPN,41.06700134277344,-73.70760345458984,5.913279446166331
10603,US,NY,New York,Westchester,41.0499,-73.7776,KHPN,41.06700134277344,-73.70760345458984,6.169268493172377
10604,US,NY,New York,Westchester,41.0592,-73.7395,KHPN,41.06700134277344,-73.70760345458984,2.811368940686526
10605,US,NY,New York,Westchester,41.0141,-73.7552,KHPN,41.06700134277344,-73.70760345458984,7.108933461404104
10606,US,NY,New York,Westchester,41.0247,-73.7781,KHPN,41.06700134277344,-73.70760345458984,7.554853995820701
10607,US,NY,New York,Westchester,41.0398,-73.8117,KHPN,41.06700134277344,-73.70760345458984,9.237883549303506
10610,US,NY,New York,Westchester,41.119,-73.733,KHPN,41.06700134277344,-73.70760345458984,6.16124035877757
10701,US,NY,New York,Westchester,40.9461,-73.8669,KLGA,40.77719879,-73.87259674,18.787066821186293
10702,US,NY,New York,Westchester,40.9312,-73.8987,KLGA,40.77719879,-73.87259674,17.264312565507158
10703,US,NY,New York,Westchester,40.9518,-73.8852,KLGA,40.77719879,-73.87259674,19.443674895164712
10704,US,NY,New York,Westchester,40.9176,-73.8593,KLGA,40.77719879,-73.87259674,15.651913571492022
