zipcode,country,state,state_full,county,latitude-zip,longitude-zip,nearest-airport,latitude-air,longitude-air,distance
12029,US,NY,New York,Columbia,42.4132,-73.4159,NY1,42.35010147094727,-73.63710021972656,19.476285330462222
12031,US,NY,New York,Schoharie,42.7648,-74.4569,3NY0,42.82730102539063,-74.40399932861328,8.181074680974378
12032,US,NY,New York,Fulton,43.1922,-74.5169,1F6,43.11669921875,-74.74960327148438,20.6591622616079
12033,US,NY,New York,Rensselaer,42.5376,-73.7071,4NY4,42.55950164794922,-73.77210235595703,5.855337245187827
12035,US,NY,New York,Schoharie,42.736999999999995,-74.3451,32NK,42.75329971313477,-74.31109619140625,3.3158976283090116
12036,US,NY,New York,Schoharie,42.533,-74.6819,NY02,42.487300872802734,-74.78019714355469,9.52579835283815
12037,US,NY,New York,Columbia,42.3496,-73.5873,NY1,42.35010147094727,-73.63710021972656,4.0928663840233295
12040,US,NY,New York,Rensselaer,42.6467,-73.3716,5B7,42.69089889526367,-73.57959747314453,17.70176568976039
12041,US,NY,New York,Albany,42.5759,-73.964,NY81,42.61119842529297,-74.0647964477539,9.137056760975337
12042,US,NY,New York,Greene,42.3659,-73.851,33NY,42.39950180053711,-73.86620330810547,3.939495500347864
